target_gfm,target_soc,soc_others,P_head_total_mw,dP_critical_mw,A_bar
G5,0.1,0.8,2.8449999999999998,0.0,5.976924831105605
G5,0.125,0.8,2.9587999999999997,0.6543312508237774,5.983622768292547
G5,0.15,0.8,3.0725999999999996,1.3086625016475548,5.989824561984163
G5,0.175,0.8,3.1863999999999995,1.962993752471332,5.995583370412088
G5,0.2,0.8,3.3002,2.61732500329511,6.00094501963809
G5,0.225,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.25,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.275,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.3,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.325,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.35,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.375,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.4,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.425,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.45,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.475,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.5,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.525,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.55,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.575,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.6,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.625,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.65,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.675,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.7,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.725,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.75,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.775,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.8,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.825,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.85,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.875,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.9,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.925,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.95,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,0.975,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G5,1.0,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.1,0.8,3.1294999999999997,0.0,6.254288549516463
G6,0.125,0.8,3.1864,0.6544175059319798,6.20107298010201
G6,0.15,0.8,3.2432999999999996,1.3088350118639596,6.1497246236494725
G6,0.175,0.8,3.3002,1.9632525177959392,6.100146900178053
G6,0.2,0.8,3.3570999999999995,2.61767002372792,6.052249777502277
G6,0.225,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.25,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.275,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.3,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.325,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.35,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.375,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.4,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.425,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.45,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.475,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.5,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.525,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.55,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.575,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.6,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.625,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.65,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.675,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.7,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.725,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.75,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.775,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.8,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.825,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.85,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.875,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.9,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.925,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.95,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,0.975,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
G6,1.0,0.8,3.4139999999999997,3.2716562541188874,6.005949225582358
